Title,Cuisine,Cooking Time (mins),Ingredients,Description
Pelmeni,French,90,"Chicken, bell peppers, pineapple, soy sauce","Bring 6 cups of water to a boil. Add 2 cups of pasta and 1 teaspoon of salt. Cook for 10 minutes, then drain. In a saucepan, melt 2 tablespoons of butter, add 1/2 cup of cream, and 1/2 cup of grated cheese. Stir until smooth. Mix with the pasta and serve warm."
Tom Yum Soup,Indian,101,"Shrimp, flour, eggs, tempura sauce",Boil 4 cups of water in a pot. Add 1 cup of rice and 1/2 teaspoon of salt. Cover and cook on low heat for 15 minutes. Fluff with a fork and serve.
Sweet and Sour Chicken,Italian,31,"Flour, butter, sugar, eggs, yeast","Bring 6 cups of water to a boil. Add 2 cups of pasta and 1 teaspoon of salt. Cook for 10 minutes, then drain. In a saucepan, melt 2 tablespoons of butter, add 1/2 cup of cream, and 1/2 cup of grated cheese. Stir until smooth. Mix with the pasta and serve warm."
Ramen,Japanese,90,"Tomatoes, eggs, onions, bell peppers, spices","Heat 3 tablespoons of oil in a pan. Add 1 sliced bell pepper and 1 diced tomato. Cook for 5 minutes. Add 1 cup of chopped chicken, 1 teaspoon of cumin, and 1/2 teaspoon of chili powder. Stir well and cook for another 10 minutes."
Croissant,West African,69,"Flour, butter, sugar, eggs, yeast","Heat a pan over medium heat. Add 2 tablespoons of oil. Sauté 1 chopped onion until golden. Add 2 cloves of minced garlic and cook for 1 minute. Stir in 1 teaspoon of salt, 1/2 teaspoon of pepper, and 1 teaspoon of paprika. Add 1 pound of chicken and cook until browned. Pour in 2 cups of broth and simmer for 20 minutes."
Sweet and Sour Chicken,Chinese,61,"Tomatoes, eggs, onions, bell peppers, spices","In a blender, combine 2 bananas, 1 cup of milk, 1/2 teaspoon of cinnamon, and 1 tablespoon of honey. Blend until smooth. Serve chilled."
Butter Chicken,Russian,23,"Eggplant, zucchini, bell peppers, tomatoes, herbs",Boil 4 cups of water in a pot. Add 1 cup of rice and 1/2 teaspoon of salt. Cover and cook on low heat for 15 minutes. Fluff with a fork and serve.
Butter Chicken,Chinese,69,"Eggplant, zucchini, bell peppers, tomatoes, herbs","Heat 3 tablespoons of oil in a pan. Add 1 sliced bell pepper and 1 diced tomato. Cook for 5 minutes. Add 1 cup of chopped chicken, 1 teaspoon of cumin, and 1/2 teaspoon of chili powder. Stir well and cook for another 10 minutes."
Pelmeni,Chinese,60,"Shrimp, lemongrass, lime leaves, chili, broth","Chop 2 potatoes, 1 carrot, and 1 onion. Heat 2 tablespoons of oil in a pot. Sauté the onion for 3 minutes. Add the potatoes and carrots, followed by 4 cups of vegetable broth. Season with 1 teaspoon of salt and 1/2 teaspoon of thyme. Simmer for 20 minutes until tender."
Burrito,Middle Eastern,33,"Flour, tomatoes, mozzarella, basil, olive oil","Marinate 1 pound of beef with 1 teaspoon of salt, 1/2 teaspoon of black pepper, and 1 tablespoon of soy sauce. Let it sit for 30 minutes. Heat a pan with 2 tablespoons of oil. Sear the beef for 5 minutes on each side. Reduce heat and cook for another 10 minutes, then serve."
Pounded Yam,West African,30,"Chicken, butter, cream, tomatoes, spices",Boil 4 cups of water in a pot. Add 1 cup of rice and 1/2 teaspoon of salt. Cover and cook on low heat for 15 minutes. Fluff with a fork and serve.
Borscht,Chinese,80,"Chicken, peanuts, chili peppers, soy sauce","Marinate 1 pound of beef with 1 teaspoon of salt, 1/2 teaspoon of black pepper, and 1 tablespoon of soy sauce. Let it sit for 30 minutes. Heat a pan with 2 tablespoons of oil. Sear the beef for 5 minutes on each side. Reduce heat and cook for another 10 minutes, then serve."
Croissant,Middle Eastern,82,"Yam flour, water","Marinate 1 pound of beef with 1 teaspoon of salt, 1/2 teaspoon of black pepper, and 1 tablespoon of soy sauce. Let it sit for 30 minutes. Heat a pan with 2 tablespoons of oil. Sear the beef for 5 minutes on each side. Reduce heat and cook for another 10 minutes, then serve."
Ramen,Japanese,46,"Pasta, tomato sauce, cheese, ground beef, basil","Preheat oven to 375°F (190°C). Grease a baking dish with 1 tablespoon of butter. In a bowl, mix 2 cups of flour, 1 teaspoon of baking powder, and 1/2 teaspoon of salt. In another bowl, whisk 1 cup of milk, 1 egg, and 1/2 cup of sugar. Combine wet and dry ingredients, pour into the baking dish, and bake for 25 minutes."
Burrito,French,84,"Shrimp, flour, eggs, tempura sauce","Bring 6 cups of water to a boil. Add 2 cups of pasta and 1 teaspoon of salt. Cook for 10 minutes, then drain. In a saucepan, melt 2 tablespoons of butter, add 1/2 cup of cream, and 1/2 cup of grated cheese. Stir until smooth. Mix with the pasta and serve warm."
Taco Salad,Chinese,56,"Chicken, peanuts, chili peppers, soy sauce","Preheat oven to 375°F (190°C). Grease a baking dish with 1 tablespoon of butter. In a bowl, mix 2 cups of flour, 1 teaspoon of baking powder, and 1/2 teaspoon of salt. In another bowl, whisk 1 cup of milk, 1 egg, and 1/2 cup of sugar. Combine wet and dry ingredients, pour into the baking dish, and bake for 25 minutes."
Shakshuka,Russian,103,"Pasta, tomato sauce, cheese, ground beef, basil",Boil 4 cups of water in a pot. Add 1 cup of rice and 1/2 teaspoon of salt. Cover and cook on low heat for 15 minutes. Fluff with a fork and serve.
Croissant,French,30,"Egusi seeds, spinach, stockfish, palm oil","In a blender, combine 2 bananas, 1 cup of milk, 1/2 teaspoon of cinnamon, and 1 tablespoon of honey. Blend until smooth. Serve chilled."
Shakshuka,Japanese,65,"Chickpeas, tahini, lemon, garlic, olive oil","Chop 2 potatoes, 1 carrot, and 1 onion. Heat 2 tablespoons of oil in a pot. Sauté the onion for 3 minutes. Add the potatoes and carrots, followed by 4 cups of vegetable broth. Season with 1 teaspoon of salt and 1/2 teaspoon of thyme. Simmer for 20 minutes until tender."
Egusi Soup,Chinese,50,"Ground beef, lettuce, cheese, salsa, tortilla chips","In a blender, combine 2 bananas, 1 cup of milk, 1/2 teaspoon of cinnamon, and 1 tablespoon of honey. Blend until smooth. Serve chilled."
Hummus,French,82,"Egusi seeds, spinach, stockfish, palm oil",Boil 4 cups of water in a pot. Add 1 cup of rice and 1/2 teaspoon of salt. Cover and cook on low heat for 15 minutes. Fluff with a fork and serve.
Tempura,Russian,45,"Chicken, peanuts, chili peppers, soy sauce","Heat a pan over medium heat. Add 2 tablespoons of oil. Sauté 1 chopped onion until golden. Add 2 cloves of minced garlic and cook for 1 minute. Stir in 1 teaspoon of salt, 1/2 teaspoon of pepper, and 1 teaspoon of paprika. Add 1 pound of chicken and cook until browned. Pour in 2 cups of broth and simmer for 20 minutes."
Lasagna,Chinese,106,"Chickpeas, tahini, lemon, garlic, olive oil","Marinate 1 pound of beef with 1 teaspoon of salt, 1/2 teaspoon of black pepper, and 1 tablespoon of soy sauce. Let it sit for 30 minutes. Heat a pan with 2 tablespoons of oil. Sear the beef for 5 minutes on each side. Reduce heat and cook for another 10 minutes, then serve."
Pizza Margherita,Middle Eastern,85,"Flour, butter, sugar, eggs, yeast",Boil 4 cups of water in a pot. Add 1 cup of rice and 1/2 teaspoon of salt. Cover and cook on low heat for 15 minutes. Fluff with a fork and serve.
Burrito,Middle Eastern,101,"Shrimp, lemongrass, lime leaves, chili, broth","Heat a pan over medium heat. Add 2 tablespoons of oil. Sauté 1 chopped onion until golden. Add 2 cloves of minced garlic and cook for 1 minute. Stir in 1 teaspoon of salt, 1/2 teaspoon of pepper, and 1 teaspoon of paprika. Add 1 pound of chicken and cook until browned. Pour in 2 cups of broth and simmer for 20 minutes."
Pelmeni,West African,108,"Flour, butter, sugar, eggs, yeast","Bring 6 cups of water to a boil. Add 2 cups of pasta and 1 teaspoon of salt. Cook for 10 minutes, then drain. In a saucepan, melt 2 tablespoons of butter, add 1/2 cup of cream, and 1/2 cup of grated cheese. Stir until smooth. Mix with the pasta and serve warm."
Kung Pao Chicken,Chinese,96,"Flour, butter, sugar, eggs, yeast","Marinate 1 pound of beef with 1 teaspoon of salt, 1/2 teaspoon of black pepper, and 1 tablespoon of soy sauce. Let it sit for 30 minutes. Heat a pan with 2 tablespoons of oil. Sear the beef for 5 minutes on each side. Reduce heat and cook for another 10 minutes, then serve."
Tempura,French,103,"Chickpeas, tahini, lemon, garlic, olive oil",Boil 4 cups of water in a pot. Add 1 cup of rice and 1/2 teaspoon of salt. Cover and cook on low heat for 15 minutes. Fluff with a fork and serve.
Ratatouille,French,120,"Dough, ground meat, onions, salt, pepper","Preheat oven to 375°F (190°C). Grease a baking dish with 1 tablespoon of butter. In a bowl, mix 2 cups of flour, 1 teaspoon of baking powder, and 1/2 teaspoon of salt. In another bowl, whisk 1 cup of milk, 1 egg, and 1/2 cup of sugar. Combine wet and dry ingredients, pour into the baking dish, and bake for 25 minutes."
Green Curry,Russian,59,"Dough, ground meat, onions, salt, pepper","Bring 6 cups of water to a boil. Add 2 cups of pasta and 1 teaspoon of salt. Cook for 10 minutes, then drain. In a saucepan, melt 2 tablespoons of butter, add 1/2 cup of cream, and 1/2 cup of grated cheese. Stir until smooth. Mix with the pasta and serve warm."
Shakshuka,Mexican,116,"Noodles, broth, pork, egg, green onions","In a blender, combine 2 bananas, 1 cup of milk, 1/2 teaspoon of cinnamon, and 1 tablespoon of honey. Blend until smooth. Serve chilled."
Tempura,Italian,113,"Lentils, garlic, tomatoes, cumin, mustard seeds","In a blender, combine 2 bananas, 1 cup of milk, 1/2 teaspoon of cinnamon, and 1 tablespoon of honey. Blend until smooth. Serve chilled."
Croissant,Chinese,36,"Chicken, bell peppers, pineapple, soy sauce","Chop 2 potatoes, 1 carrot, and 1 onion. Heat 2 tablespoons of oil in a pot. Sauté the onion for 3 minutes. Add the potatoes and carrots, followed by 4 cups of vegetable broth. Season with 1 teaspoon of salt and 1/2 teaspoon of thyme. Simmer for 20 minutes until tender."
Lasagna,Middle Eastern,21,"Chicken, butter, cream, tomatoes, spices",Boil 4 cups of water in a pot. Add 1 cup of rice and 1/2 teaspoon of salt. Cover and cook on low heat for 15 minutes. Fluff with a fork and serve.
Hummus,Middle Eastern,111,"Pasta, tomato sauce, cheese, ground beef, basil","In a blender, combine 2 bananas, 1 cup of milk, 1/2 teaspoon of cinnamon, and 1 tablespoon of honey. Blend until smooth. Serve chilled."
Pizza Margherita,West African,58,"Lentils, garlic, tomatoes, cumin, mustard seeds","In a blender, combine 2 bananas, 1 cup of milk, 1/2 teaspoon of cinnamon, and 1 tablespoon of honey. Blend until smooth. Serve chilled."
Tom Yum Soup,Mexican,101,"Noodles, broth, pork, egg, green onions","Heat a pan over medium heat. Add 2 tablespoons of oil. Sauté 1 chopped onion until golden. Add 2 cloves of minced garlic and cook for 1 minute. Stir in 1 teaspoon of salt, 1/2 teaspoon of pepper, and 1 teaspoon of paprika. Add 1 pound of chicken and cook until browned. Pour in 2 cups of broth and simmer for 20 minutes."
Croissant,West African,53,"Tomatoes, eggs, onions, bell peppers, spices","Preheat oven to 375°F (190°C). Grease a baking dish with 1 tablespoon of butter. In a bowl, mix 2 cups of flour, 1 teaspoon of baking powder, and 1/2 teaspoon of salt. In another bowl, whisk 1 cup of milk, 1 egg, and 1/2 cup of sugar. Combine wet and dry ingredients, pour into the baking dish, and bake for 25 minutes."
Tom Yum Soup,West African,29,"Flour, butter, sugar, eggs, yeast","Marinate 1 pound of beef with 1 teaspoon of salt, 1/2 teaspoon of black pepper, and 1 tablespoon of soy sauce. Let it sit for 30 minutes. Heat a pan with 2 tablespoons of oil. Sear the beef for 5 minutes on each side. Reduce heat and cook for another 10 minutes, then serve."
Dal Tadka,Middle Eastern,97,"Flour, tomatoes, mozzarella, basil, olive oil","Chop 2 potatoes, 1 carrot, and 1 onion. Heat 2 tablespoons of oil in a pot. Sauté the onion for 3 minutes. Add the potatoes and carrots, followed by 4 cups of vegetable broth. Season with 1 teaspoon of salt and 1/2 teaspoon of thyme. Simmer for 20 minutes until tender."
Egusi Soup,Indian,75,"Chicken, peanuts, chili peppers, soy sauce","Marinate 1 pound of beef with 1 teaspoon of salt, 1/2 teaspoon of black pepper, and 1 tablespoon of soy sauce. Let it sit for 30 minutes. Heat a pan with 2 tablespoons of oil. Sear the beef for 5 minutes on each side. Reduce heat and cook for another 10 minutes, then serve."
Ratatouille,Italian,61,"Tortilla, beans, rice, cheese, chicken","Preheat oven to 375°F (190°C). Grease a baking dish with 1 tablespoon of butter. In a bowl, mix 2 cups of flour, 1 teaspoon of baking powder, and 1/2 teaspoon of salt. In another bowl, whisk 1 cup of milk, 1 egg, and 1/2 cup of sugar. Combine wet and dry ingredients, pour into the baking dish, and bake for 25 minutes."
Burrito,Mexican,81,"Coconut milk, green curry paste, chicken, basil","Preheat oven to 375°F (190°C). Grease a baking dish with 1 tablespoon of butter. In a bowl, mix 2 cups of flour, 1 teaspoon of baking powder, and 1/2 teaspoon of salt. In another bowl, whisk 1 cup of milk, 1 egg, and 1/2 cup of sugar. Combine wet and dry ingredients, pour into the baking dish, and bake for 25 minutes."
Tempura,Japanese,64,"Yam flour, water","Chop 2 potatoes, 1 carrot, and 1 onion. Heat 2 tablespoons of oil in a pot. Sauté the onion for 3 minutes. Add the potatoes and carrots, followed by 4 cups of vegetable broth. Season with 1 teaspoon of salt and 1/2 teaspoon of thyme. Simmer for 20 minutes until tender."
Sweet and Sour Chicken,West African,68,"Lentils, garlic, tomatoes, cumin, mustard seeds","Heat a pan over medium heat. Add 2 tablespoons of oil. Sauté 1 chopped onion until golden. Add 2 cloves of minced garlic and cook for 1 minute. Stir in 1 teaspoon of salt, 1/2 teaspoon of pepper, and 1 teaspoon of paprika. Add 1 pound of chicken and cook until browned. Pour in 2 cups of broth and simmer for 20 minutes."
Ratatouille,Thai,12,"Yam flour, water","Preheat oven to 375°F (190°C). Grease a baking dish with 1 tablespoon of butter. In a bowl, mix 2 cups of flour, 1 teaspoon of baking powder, and 1/2 teaspoon of salt. In another bowl, whisk 1 cup of milk, 1 egg, and 1/2 cup of sugar. Combine wet and dry ingredients, pour into the baking dish, and bake for 25 minutes."
Green Curry,Mexican,16,"Chicken, bell peppers, pineapple, soy sauce",Boil 4 cups of water in a pot. Add 1 cup of rice and 1/2 teaspoon of salt. Cover and cook on low heat for 15 minutes. Fluff with a fork and serve.
Egusi Soup,French,80,"Pasta, tomato sauce, cheese, ground beef, basil","Heat a pan over medium heat. Add 2 tablespoons of oil. Sauté 1 chopped onion until golden. Add 2 cloves of minced garlic and cook for 1 minute. Stir in 1 teaspoon of salt, 1/2 teaspoon of pepper, and 1 teaspoon of paprika. Add 1 pound of chicken and cook until browned. Pour in 2 cups of broth and simmer for 20 minutes."
Green Curry,Thai,72,"Lentils, garlic, tomatoes, cumin, mustard seeds","Preheat oven to 375°F (190°C). Grease a baking dish with 1 tablespoon of butter. In a bowl, mix 2 cups of flour, 1 teaspoon of baking powder, and 1/2 teaspoon of salt. In another bowl, whisk 1 cup of milk, 1 egg, and 1/2 cup of sugar. Combine wet and dry ingredients, pour into the baking dish, and bake for 25 minutes."
Taco Salad,Chinese,120,"Pasta, tomato sauce, cheese, ground beef, basil","In a blender, combine 2 bananas, 1 cup of milk, 1/2 teaspoon of cinnamon, and 1 tablespoon of honey. Blend until smooth. Serve chilled."
Ratatouille,Russian,59,"Chickpeas, tahini, lemon, garlic, olive oil","In a blender, combine 2 bananas, 1 cup of milk, 1/2 teaspoon of cinnamon, and 1 tablespoon of honey. Blend until smooth. Serve chilled."
Lasagna,Mexican,61,"Chicken, peanuts, chili peppers, soy sauce","Marinate 1 pound of beef with 1 teaspoon of salt, 1/2 teaspoon of black pepper, and 1 tablespoon of soy sauce. Let it sit for 30 minutes. Heat a pan with 2 tablespoons of oil. Sear the beef for 5 minutes on each side. Reduce heat and cook for another 10 minutes, then serve."
Tempura,Mexican,16,"Chicken, butter, cream, tomatoes, spices","Bring 6 cups of water to a boil. Add 2 cups of pasta and 1 teaspoon of salt. Cook for 10 minutes, then drain. In a saucepan, melt 2 tablespoons of butter, add 1/2 cup of cream, and 1/2 cup of grated cheese. Stir until smooth. Mix with the pasta and serve warm."
Borscht,French,117,"Beetroot, cabbage, potatoes, carrots, dill","Heat 3 tablespoons of oil in a pan. Add 1 sliced bell pepper and 1 diced tomato. Cook for 5 minutes. Add 1 cup of chopped chicken, 1 teaspoon of cumin, and 1/2 teaspoon of chili powder. Stir well and cook for another 10 minutes."
Sweet and Sour Chicken,West African,54,"Egusi seeds, spinach, stockfish, palm oil","Bring 6 cups of water to a boil. Add 2 cups of pasta and 1 teaspoon of salt. Cook for 10 minutes, then drain. In a saucepan, melt 2 tablespoons of butter, add 1/2 cup of cream, and 1/2 cup of grated cheese. Stir until smooth. Mix with the pasta and serve warm."
